ARTIST,TECHNIQUE,SIGNATURE,CONDITION,TOTAL DIMENSIONS,YEAR,Colorfulness Score,SVD Entropy,PRICE
225,-0.122086567,0,2,0.096159288,-1.683288026,105.8153454,6.18302951,220
315,2.810946232,1,0,-1.024954043,-2.234878368,199.0515266,5.351967306,190
274,-0.122086567,2,2,0.263422766,-0.626073202,54.35806813,7.31512795,200
274,-0.122086567,2,2,0.263422766,-0.626073202,102.8845903,6.85610389,220
354,3.397552791,1,2,-0.832989333,-0.626073202,90.11462017,4.438244818,110
344,-1.295299686,0,2,-0.364412647,-3.062263882,82.90581694,6.421651326,346
354,-0.122086567,2,2,-0.680421146,0.477107483,177.4095615,5.250321958,185
211,-0.122086567,2,2,-0.964171689,-1.269595269,67.14442153,6.387272597,150
315,2.810946232,2,0,-1.024954043,-2.234878368,151.9735122,5.606058171,660
274,-0.122086567,2,2,0.263422766,-0.626073202,165.8460832,7.431825728,560
274,-0.122086567,2,0,-1.088424559,-1.361526992,181.9339505,6.047696512,174
225,-0.122086567,0,0,0.917542439,-1.913117335,46.69373005,5.535184785,175
370,-0.122086567,2,2,-0.736573885,-2.878400435,95.66311378,5.830532445,400
380,-0.122086567,2,2,-0.704315929,-0.166414583,153.5180746,7.043568649,910
288,-0.122086567,2,2,-0.656526364,-0.534141479,40.19277794,6.030209742,700
206,2.224339672,2,2,-0.697147494,-0.993800097,116.434051,5.874406211,151
274,-0.122086567,1,2,-0.501807646,0.247278173,18.88492384,5.652630775,402
204,2.224339672,2,2,-0.862021494,-2.832434573,125.2100116,5.057481776,165
366,3.397552791,0,2,-0.998221755,-2.740502849,134.9782807,7.729030717,260
315,2.810946232,1,0,-1.024954043,-2.234878368,159.4749267,5.534911152,375
103,-0.122086567,0,0,0.973014177,0.752902654,173.6951894,5.211941376,270
380,-0.122086567,2,2,-0.704315929,-0.166414583,55.53784829,6.664166947,330
370,-0.122086567,2,2,-0.617697342,-2.740502849,85.89202911,5.734513208,300
274,-0.122086567,2,2,0.263422766,-0.626073202,52.55197749,7.122453541,490
